Date,AAPL_Volume,AAPL_Adj_Close,TSLA_Volume,TSLA_Adj_Close,AMZN_Volume,AMZN_Adj_Close,BTC-USD_Volume,BTC-USD_Adj_Close,ETH-USD_Volume,ETH-USD_Adj_Close,AAPL_Adj_Close_Daily_Return,TSLA_Adj_Close_Daily_Return,AMZN_Adj_Close_Daily_Return,BTC-USD_Adj_Close_Daily_Return,ETH-USD_Adj_Close_Daily_Return,AAPL_Volatility,TSLA_Volatility,AMZN_Volatility,BTC-USD_Volatility,ETH-USD_Volatility
2020-01-02,135480400,72.7960205078125,142981500,28.68400001525879,80580000,94.90049743652344,20802083465,6985.47021484375,8032709256,127.4101791381836,,,,,,1.3525009155273438,0.5993328094482386,1.6930007934570312,276.88525390625,3.8651275634765483
2020-01-06,118387200,72.6627197265625,151995000,30.1026668548584,81236000,95.1439971923828,23276261598,7769.21923828125,9093747121,144.3041534423828,-0.0018311547845626386,0.049458472976047,0.0025658427767698555,0.11219703174341444,0.13259516954196204,1.8024978637695312,0.7706680297851598,2.1845016479492188,372.57421875,8.248550415039062
2020-01-10,140644800,75.21488189697266,194392500,31.87666702270508,57074000,94.15799713134766,28714583844,8166.55419921875,9084816203,143.96377563476562,0.0351234055099261,0.05893166131758765,-0.010363239827326454,0.05114219958933752,-0.002358752672722564,1.1050033569335938,0.749334335327152,1.3470001220703267,439.779296875,8.646926879882812
2020-01-17,137816400,77.25080108642578,204436500,34.03333282470703,79946000,93.23600006103516,36372139320,8929.0380859375,14997091826,170.7799530029297,0.027068036778172155,0.0676565652383232,-0.0097920208415897,0.09336665968514524,0.18627031174978614,0.93499755859375,0.8339996337890625,1.4694976806640767,280.8056640625,10.293609619140625
2020-01-24,146537600,77.14900207519531,215304000,37.654666900634766,75324000,93.08200073242188,24397913026,8445.4345703125,10657671162,163.05117797851562,-0.0013177728877734607,0.10640550822864969,-0.0016517153085983116,-0.05416076300387107,-0.045255750973777764,1.4524993896484375,1.3066635131835938,2.3774948120117188,247.826171875,7.5597076416015625
2020-01-27,161940000,74.88040924072266,204121500,37.20133209228516,70570000,91.41699981689452,28647338393,8909.8193359375,11004476145,170.93089294433594,-0.029405342563751047,-0.012039272835579373,-0.01788746376771222,0.05498648550986496,0.048326636234781395,1.7224960327148438,1.6773338317871094,1.2830047607421733,380.41796875,6.021820068359375
2020-01-28,162234000,76.99871063232422,176827500,37.79333114624024,56160000,92.6624984741211,34398744403,9358.58984375,11772875064,176.3703155517578,0.02828912679672624,0.015913383222044608,0.01362436592451366,0.05036808165148732,0.03182234945202822,1.5524978637695312,1.2486648559570312,1.4045028686523438,450.142578125,5.6322479248046875
2020-02-07,117684000,77.7499771118164,255952500,49.87133407592773,101906000,103.96399688720705,34522718159,9795.943359375,16673443564,222.7260589599609,0.00975687090501487,0.3195802688826763,0.12196410197424412,0.04673284361501118,0.2628318901805191,1.3499984741210938,2.6499977111816406,3.0214996337890625,108.7138671875,10.83673095703125
2020-02-11,94323200,77.6479263305664,175462500,51.62533187866211,114920000,107.54000091552734,37648059389,10208.236328125,16964695963,235.8511962890625,-0.0013125506275485366,0.03517046085159792,0.0343965616500872,0.042088133181724,0.05892950914855044,1.2975006103515625,1.7006683349609375,2.497497558593764,480.7177734375,17.929519653320398
2020-02-12,113730400,79.49188232421875,180337500,51.15266799926758,66686000,108.0,43444303830,10326.0546875,24545049386,265.4061279296875,0.023747652780863326,-0.009155657933695438,0.004277469597884664,0.011541499979814906,0.12531177329455678,1.4375,1.7586669921875,1.2479934692382955,191.2236328125,36.5025634765625
